名称,地址,快充数量,慢充数量,支付方式,充电费,服务费,停车费,开放时间,链接,location,district,lng_wgs,lat_wgs
上海松江区飞航广场电动汽车充电站,玉树路2575-2583号,8,8,其他,不详,不详,不详,开放时间：00:00:00-23:59:59,https://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=188840,"121.207989,31.009877",松江区,121.20355090774677,31.011987238955903
特来电上海闵行星河湾酒店充电站,上海市市辖区闵行区都会路3799号,10,0,其他,"00:00~06:00:0.2749,06:00~08:00:0.6436,08:00~11:00:1.1352,11:00~18:00:0.6436,18:00~19:00:1.1352,19:00~21:00:1.4117,21:00~22:00:0.6436,22:00~24:00:0.2749
","00:00~06:00:0.625,06:00~08:00:0.4402,08:00~15:00:0.1305,15:00~18:00:0.4402,18:00~21:00:0.1305,21:00~22:00:0.4402,22:00~24:00:0.625",不详,开放时间：周一至周日00:00-24:00,https://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=188846,"121.295741,31.203463",闵行区,121.29126936906933,31.205460593737566
上海闵行区陇盛大厦电动汽车充电站,春申路1955号,8,0,其他,不详,不详,不详,开放时间：00:00:00-23:59:59,https://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=188901,"121.424414,31.112058",闵行区,121.41978608829997,31.113964287501748
上海浦东新区高科西路汤家浜桥电动汽车充电站,高科西路651号,16,16,其他,不详,不详,不详,开放时间：08:00:00-20:00:00,https://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=188902,"121.506404,31.185070",浦东新区,121.50199972911447,31.187129923413014
上海虹口区搜乐城电动汽车充电站,广粤路289号-299号搜乐城地下区1层43-50号车位，公寓楼地下4个车位,12,3,其他,不详,不详,不详,开放时间：00:00:00-23:59:59,https://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=188981,"121.465524,31.287748",虹口区,121.46097028041643,31.28964383222936
特来电上海江桥新华村超充站,上海市市辖区嘉定区江桥镇星华公路601号,74,0,其他,"00:00~06:00:0.2749,06:00~08:00:0.6436,08:00~11:00:1.1352,11:00~18:00:0.6436,18:00~19:00:1.1352,19:00~21:00:1.4117,21:00~22:00:0.6436,22:00~24:00:0.2749
","00:00~06:00:0.625,06:00~08:00:0.4402,08:00~15:00:0.1305,15:00~18:00:0.4402,18:00~21:00:0.1305,21:00~22:00:0.4402,22:00~24:00:0.625",不详,开放时间：周一至周日00:00-24:00,https://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=189108,"121.304980,31.248705",嘉定区,121.3004864185803,31.25066655641191
上海闵行区颛新大厦电动汽车充电站,上海市闵行区颛兴东路1280弄4号楼地下停车场B区,10,0,其他,不详,不详,不详,开放时间：00:00:00-23:59:59,https://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=189130,"121.418009,31.075086",闵行区,121.41337778359556,31.077007546040065
【不对外开放】【星星充电】申佳船厂充电站,上海市浦东大道2311号(歇浦路地铁站1号口步行480米),2,18,其他,不详,"0.4;时间段:06:00-08:00,服务费:0.4;时间段:08:00-12:00,服务费:0.4;时间段:12:00-14:00,服务费:0.4;时间段:14:00-15:00,服务费:0.4;时间段:15:00-18:00,服务费:0.4;时间段:18:00-21:00,服务费:0.4;时间段:21:00-22:00,服务费:0.4;时间段:22:00-23:59,服务费:0.4;",不详,开放时间：00:00-24:00,https://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=189270,"121.548368,31.251107",浦东新区,121.54409349667617,31.25324681994466
上海黄浦区新天地时尚电动汽车充电站,上海市黄浦区马当路425号,8,0,其他,不详,不详,不详,开放时间：00:00:00-23:59:59,https://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=189581,"121.475353,31.213842",黄浦区,121.470836783186,31.215796568725438
上海长宁区古北国际财富中心（B4）电动汽车充电站,虹桥路1438号（B4）,8,0,其他,不详,不详,不详,开放时间：00:00:00-23:59:59,https://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=189582,"121.403096,31.197620",长宁区,121.39844744608459,31.199470795455465
上海浦东新区山姆会员超市电动汽车充电站,高科西路2110号山姆会员超市地下二层,17,8,其他,不详,不详,不详,开放时间：08:00:00-22:00:00,https://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=189583,"121.535362,31.186407",浦东新区,121.53105592044707,31.188547359224657
S32申嘉湖高速练塘服务区（上海方向）电动汽车充电站,S32申嘉湖高速练塘服务区（上海方向）,7,0,其他,不详,不详,不详,开放时间：00:00:00-23:59:59,https://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=189584,"121.083621,30.963153",青浦区,121.07903523728962,30.965143704203328
证一小区-125号楼,上海市浦东新区巨峰路667弄125号北侧地面车位,0,12,其他,不详,不详,不详,开放时间：周一至周日00:00-24:00,https://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=189596,"121.599847,31.281954",浦东新区,121.59564174185095,31.28413387321032
证一小区-128号楼,上海市浦东新区巨峰路667弄128号南侧地面车位,0,12,其他,不详,不详,不详,开放时间：周一至周日00:00-24:00,https://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=189597,"121.601272,31.282122",浦东新区,121.59706682392986,31.284301621118015
新南家园-81号,上海市奉贤区西渡街道西闸公路1118弄-新南家园81号楼,0,18,其他,不详,不详,不详,开放时间：周一至周日00:00-24:00,https://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=189598,"121.443630,30.991102",奉贤区,121.43904472628617,30.99310469620524
新南家园-70号,上海市奉贤区西渡街道西闸公路1118弄-新南家园70号楼,0,18,其他,不详,不详,不详,开放时间：周一至周日00:00-24:00,https://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=189599,"121.442963,30.992093",奉贤区,121.43837622134478,30.99409392060869
上海徐汇区桂林科技大厦电动汽车充电站,上海市徐汇区漕宝路650号,8,0,其他,不详,不详,不详,开放时间：00:00:00-23:59:59,https://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=189668,"121.404991,31.162518",徐汇区,121.4003456980243,31.164386633316617
特来电上海浦东川沙诺富特酒店充电站,上海市市辖区浦东新区川沙路5989号,12,0,其他,"00:00~06:00:0.2886,06:00~08:00:0.6758,08:00~11:00:1.192,11:00~18:00:0.6758,18:00~19:00:1.192,19:00~21:00:1.4117,21:00~22:00:0.6758,22:00~24:00:0.2886
","00:00~06:00:0.6111,06:00~08:00:0.4076,08:00~15:00:0.073,15:00~18:00:0.4076,18:00~21:00:0.073,21:00~22:00:0.4076,22:00~24:00:0.6111",不详,开放时间：周一至周日00:00-24:00,https://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=189698,"121.702941,31.176507",浦东新区,121.69859994257148,31.178588079594846
特来电上海浦东川沙温德姆酒店充电站,上海市市辖区浦东新区川沙新镇川沙路5919号上海浦东温德姆酒店,8,0,其他,"00:00~06:00:0.2886,06:00~08:00:0.6758,08:00~11:00:1.192,11:00~18:00:0.6758,18:00~19:00:1.192,19:00~21:00:1.4117,21:00~22:00:0.6758,22:00~24:00:0.2886
","00:00~06:00:0.6111,06:00~08:00:0.4076,08:00~15:00:0.073,15:00~18:00:0.4076,18:00~21:00:0.073,21:00~22:00:0.4076,22:00~24:00:0.6111",不详,开放时间：周一至周日00:00-24:00,https://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=189699,"121.702734,31.177366",浦东新区,121.69839318120947,31.17944696574036
S32申嘉湖高速练塘服务区（嘉兴方向）电动汽车充电站,S32申嘉湖高速练塘服务区（嘉兴方向）,5,0,其他,不详,不详,不详,开放时间：00:00:00-23:59:59,https://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=189727,"121.083621,30.963153",青浦区,121.07903523728962,30.965143704203328
佳宝四村,上海市闵行区沪松公路62弄--佳宝四村小区57号东侧地面车位,0,8,其他,不详,不详,不详,开放时间：周一至周日00:00-24:00,https://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=189835,"121.347077,31.154372",闵行区,121.3424984682771,31.15630130606564
上海闵行区颛桥社区卫生服务中心电动汽车充电站,颛兴路122号,8,0,其他,不详,不详,不详,开放时间：06:00:00-23:00:00,https://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=189901,"121.397725,31.067426",闵行区,121.39308821010644,31.0693469291616
特来电上海南方国际钢材物流中心充电站,上海市市辖区奉贤区上海南方国际钢材物流中心,65,0,其他,"00:00~06:00:0.2749,06:00~08:00:0.6436,08:00~11:00:1.1352,11:00~18:00:0.6436,18:00~19:00:1.1352,19:00~21:00:1.4117,21:00~22:00:0.6436,22:00~24:00:0.2749
","00:00~06:00:0.625,06:00~08:00:0.4402,08:00~15:00:0.1305,15:00~18:00:0.4402,18:00~21:00:0.1305,21:00~22:00:0.4402,22:00~24:00:0.625",不详,开放时间：周一至周日00:00-24:00,https://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=189914,"121.500692,30.889394",奉贤区,121.49629204811355,30.891604859264493
特来电上海享能天林广场超充站,上海市市辖区嘉定区马陆镇天林商业广场,40,0,其他,"00:00~06:00:0.2749,06:00~08:00:0.6436,08:00~11:00:1.1352,11:00~18:00:0.6436,18:00~19:00:1.1352,19:00~21:00:1.4117,21:00~22:00:0.6436,22:00~24:00:0.2749
","00:00~06:00:0.625,06:00~08:00:0.4402,08:00~15:00:0.1305,15:00~18:00:0.4402,18:00~21:00:0.1305,21:00~22:00:0.4402,22:00~24:00:0.625",不详,开放时间：周一至周日00:00-24:00,https://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=189990,"121.278434,31.343514",嘉定区,121.27397791797762,31.345475337604785
特来电上海方泰花好月圆超级充电站,上海市市辖区嘉定区安亭镇龙欣大酒店AA连锁酒店(上海国际赛车场店),22,0,其他,"00:00~06:00:0.2749,06:00~08:00:0.6436,08:00~11:00:1.1352,11:00~18:00:0.6436,18:00~19:00:1.1352,19:00~21:00:1.4117,21:00~22:00:0.6436,22:00~24:00:0.2749
","00:00~06:00:0.625,06:00~08:00:0.4402,08:00~15:00:0.1305,15:00~18:00:0.4402,18:00~21:00:0.1305,21:00~22:00:0.4402,22:00~24:00:0.625",不详,开放时间：周一至周日00:00-24:00,https://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=189991,"121.159491,31.290065",嘉定区,121.15493690194957,31.29194552462288
上海浦东新区新场古镇停车场电动汽车充电站,上海市浦东新区新场镇海泉街128号（新场古镇停车场),20,0,其他,不详,不详,不详,开放时间：00:00:00-23:59:59,https://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=190022,"121.646758,31.024851",浦东新区,121.64253183185964,31.02711754381371
【星星寅元特】九陌商务科创园充电站,上海市嘉定区安亭镇联西路18号九陌商务科创园,28,0,其他,不详,"0.6;时间段:06:00-08:00,服务费:0.4;时间段:08:00-15:00,服务费:0.2;时间段:15:00-18:00,服务费:0.4;时间段:18:00-21:00,服务费:0.2;时间段:21:00-22:00,服务费:0.4;时间段:22:00-23:59,服务费:0.6;",不详,开放时间：00:00-24:00,https://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=190044,"121.250293,31.270961",嘉定区,121.2458637654503,31.2729656056716
【星星寅元特】纪鹤公路充电站,上海市青浦区华新镇上海益晟粉末冶金有限公司,20,0,其他,不详,"0.6;时间段:06:00-08:00,服务费:0.5;时间段:08:00-12:00,服务费:0.25;时间段:12:00-14:00,服务费:0.32;时间段:14:00-15:00,服务费:0.25;时间段:15:00-18:00,服务费:0.5;时间段:18:00-21:00,服务费:0.25;时间段:21:00-22:00,服务费:0.5;时间段:22:00-23:59,服务费:0.6;",不详,开放时间：00:00-24:00,https://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=190045,"121.231077,31.246720",青浦区,121.22664452414242,31.248728717597146
电满满-慧高充电站,上海市闵行区申旺路789号,24,14,其他,不详,"0.6579;时间段:06:00-08:00,服务费:0.4634;时间段:08:00-15:00,服务费:0.1374;时间段:15:00-18:00,服务费:0.4634;时间段:18:00-21:00,服务费:0.1374;时间段:21:00-22:00,服务费:0.4634;时间段:22:00-23:59,服务费:0.6579;",不详,开放时间：00:00-24:00,https://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=190063,"121.374934,31.081233",闵行区,121.37031349146483,31.083161167802828
月罗公路充电站,上海市宝山区罗店镇月罗路1116号,24,0,其他,不详,"0.6;时间段:06:00-08:00,服务费:0.45;时间段:08:00-15:00,服务费:0.14;时间段:15:00-18:00,服务费:0.45;时间段:18:00-21:00,服务费:0.14;时间段:21:00-22:00,服务费:0.45;时间段:22:00-23:59,服务费:0.6;",不详,开放时间：00:00-24:00,https://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=190064,"121.372112,31.416972",宝山区,121.36746602549441,31.418757926387936
特来电上海华新超级充电站,上海市市辖区青浦区华新镇秀龙人才公寓秀龙村村委会,14,0,其他,"00:00~06:00:0.2749,06:00~08:00:0.6436,08:00~11:00:1.1352,11:00~18:00:0.6436,18:00~19:00:1.1352,19:00~21:00:1.4117,21:00~22:00:0.6436,22:00~24:00:0.2749
","00:00~06:00:0.625,06:00~08:00:0.4402,08:00~15:00:0.1305,15:00~18:00:0.4402,18:00~21:00:0.1305,21:00~22:00:0.4402,22:00~24:00:0.625",不详,开放时间：周一至周日00:00-24:00,https://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=190069,"121.247527,31.222432",青浦区,121.24310209215139,31.224458202184426
上海闵行区复地浦江商务中心电动汽车充电站,联航路1501号,8,8,其他,不详,不详,不详,开放时间：05:00:00-23:00:00,https://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=190242,"121.517259,31.075268",闵行区,121.51290252973351,31.077418901569263
上海闵行区郊野公园3号停车场电动汽车充电站,浦锦南路东昌林路南,8,0,其他,不详,不详,不详,开放时间：07:00:00-18:00:00,https://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=190243,"121.513645,31.064444",闵行区,121.50927675349051,31.06659055941879
【星星鑫星】鑫渊汽车检测站充电站,上海市奉贤区南桥镇沪杭公路1778号交通联运大厦,20,0,其他,不详,"0.6;时间段:06:00-08:00,服务费:0.4;时间段:08:00-11:00,服务费:0.2;时间段:11:00-18:00,服务费:0.4;时间段:18:00-21:00,服务费:0.2;时间段:21:00-22:00,服务费:0.4;时间段:22:00-23:59,服务费:0.6;",不详,开放时间：00:00-24:00,https://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=190261,"121.450528,30.932816",奉贤区,121.44596358474487,30.934866537137488
嘉春66广场充电站,上海市松江区人民南路66号,2,0,其他,不详,"0.6;时间段:06:00-08:00,服务费:0.45;时间段:08:00-15:00,服务费:0.14;时间段:15:00-18:00,服务费:0.45;时间段:18:00-21:00,服务费:0.14;时间段:21:00-22:00,服务费:0.45;时间段:22:00-23:59,服务费:0.6;",不详,开放时间：00:00-24:00,https://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=190265,"121.229114,31.002877",松江区,121.22470068599382,31.005014493451636
特来电上海市杨浦区市光路611号充电站,上海市市辖区杨浦区长海路街道市光路市京一村,20,0,其他,"00:00~06:00:0.2749,06:00~08:00:0.6436,08:00~11:00:1.1352,11:00~18:00:0.6436,18:00~19:00:1.1352,19:00~21:00:1.4117,21:00~22:00:0.6436,22:00~24:00:0.2749
","00:00~06:00:0.72,06:00~08:00:0.5352,08:00~15:00:0.2255,15:00~18:00:0.5352,18:00~21:00:0.2255,21:00~22:00:0.5352,22:00~24:00:0.72",不详,开放时间：周一至周日00:00-24:00,https://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=190403,"121.523476,31.318975",杨浦区,121.51912037897002,31.32102558655702
特来电上海杨浦复兴岛充电站,上海市市辖区杨浦区共青路165号,30,0,其他,"00:00~06:00:0.3313,06:00~08:00:0.6335,08:00~11:00:0.9961,11:00~18:00:0.6335,18:00~21:00:0.9961,21:00~22:00:0.6335,22:00~24:00:0.3313
","00:00~06:00:0.72,06:00~08:00:0.5352,08:00~15:00:0.2255,15:00~18:00:0.5352,18:00~21:00:0.2255,21:00~22:00:0.5352,22:00~24:00:0.72",以场地实际收费为准,开放时间：周一至周日00:00-24:00,https://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=190404,"121.562111,31.279422",杨浦区,121.5578658966019,31.281574924639457
特来电上海宝杨路2222号充电站,上海市市辖区宝山区宝杨路222号,40,0,其他,"00:00~06:00:0.2749,06:00~08:00:0.6436,08:00~11:00:1.1352,11:00~18:00:0.6436,18:00~19:00:1.1352,19:00~21:00:1.4117,21:00~22:00:0.6436,22:00~24:00:0.2749
","00:00~06:00:0.625,06:00~08:00:0.4402,08:00~15:00:0.1305,15:00~18:00:0.4402,18:00~21:00:0.1305,21:00~22:00:0.4402,22:00~24:00:0.625",不详,开放时间：周一至周日00:00-24:00,https://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=190406,"121.499401,31.402059",宝山区,121.49495295696175,31.404012007248156
上海宝山沪太路3777号充电站,上海市市辖区宝山区大场镇青新公寓沪太店星雨城时代广场,10,0,其他,"00:00~06:00:0.2749,06:00~08:00:0.6436,08:00~11:00:1.1352,11:00~18:00:0.6436,18:00~19:00:1.1352,19:00~21:00:1.4117,21:00~22:00:0.6436,22:00~24:00:0.2749
","00:00~06:00:0.625,06:00~08:00:0.4402,08:00~15:00:0.1305,15:00~18:00:0.4402,18:00~21:00:0.1305,21:00~22:00:0.4402,22:00~24:00:0.625",不详,开放时间：周一至周日00:00-24:00,https://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=190407,"121.407601,31.327951",宝山区,121.40294184685881,31.329746394001315
特来电上海浦发惠南第30检测站充电站,上海市市辖区浦东新区沪南公路9845号,56,0,其他,"00:00~06:00:0.2749,06:00~08:00:0.6436,08:00~11:00:1.1352,11:00~18:00:0.6436,18:00~19:00:1.1352,19:00~21:00:1.4117,21:00~22:00:0.6436,22:00~24:00:0.2749
","00:00~06:00:0.625,06:00~08:00:0.4402,08:00~15:00:0.1305,15:00~18:00:0.4402,18:00~21:00:0.1305,21:00~22:00:0.4402,22:00~24:00:0.625",不详,开放时间：周一至周日00:00-24:00,https://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=190408,"121.736846,31.040618",浦东新区,121.732484957217,31.042737391389263
特来电上海市浦东新区浦东南路3500号充电站,上海市市辖区浦东新区南码头路街道世博村路尚博金融中心,24,0,其他,"00:00~06:00:0.2749,06:00~08:00:0.6436,08:00~11:00:1.1352,11:00~18:00:0.6436,18:00~19:00:1.1352,19:00~21:00:1.4117,21:00~22:00:0.6436,22:00~24:00:0.2749
","00:00~06:00:0.72,06:00~08:00:0.5352,08:00~15:00:0.2255,15:00~18:00:0.5352,18:00~21:00:0.2255,21:00~22:00:0.5352,22:00~24:00:0.72",不详,开放时间：周一至周日00:00-24:00,https://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=190409,"121.506840,31.193782",浦东新区,121.5024365614234,31.195838895453463
特来电上海浦东川沙路408号超级充电站,上海市市辖区浦东新区曹路镇锦江之星风尚(上海浦东金融学院曹路镇政府店),24,0,其他,"00:00~06:00:0.2749,06:00~08:00:0.6436,08:00~11:00:1.1352,11:00~18:00:0.6436,18:00~19:00:1.1352,19:00~21:00:1.4117,21:00~22:00:0.6436,22:00~24:00:0.2749
","00:00~06:00:0.625,06:00~08:00:0.4402,08:00~15:00:0.1305,15:00~18:00:0.4402,18:00~21:00:0.1305,21:00~22:00:0.4402,22:00~24:00:0.625",不详,开放时间：周一至周日00:00-24:00,https://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=190410,"121.668118,31.276792",浦东新区,121.66383148445422,31.278889329290383
【星星充电】家乐福川沙店充电站,上海市浦东新区川沙新镇绣川路界龙古园,0,0,其他,不详,"0.6;时间段:06:00-08:00,服务费:0.6;时间段:08:00-11:00,服务费:0.6;时间段:11:00-18:00,服务费:0.6;时间段:18:00-21:00,服务费:0.6;时间段:21:00-22:00,服务费:0.6;时间段:22:00-23:59,服务费:0.6;",不详,开放时间：08:00-22:00,https://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=190487,"121.689630,31.180866",浦东新区,121.68531061867037,31.182967267266985
【星星充电】万得大厦直流充电站,上海市浦东新区塘桥街道微山路陆家嘴滨江中心,0,0,其他,不详,"0.4;时间段:06:00-08:00,服务费:0.4;时间段:08:00-11:00,服务费:0.1;时间段:11:00-18:00,服务费:0.4;时间段:18:00-21:00,服务费:0.1;时间段:21:00-22:00,服务费:0.4;时间段:22:00-23:59,服务费:0.4;",不详,开放时间：00:00-24:00,https://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=190491,"121.512042,31.210489",浦东新区,121.5076557713036,31.212553209834937
【星星充电】家乐福川沙店二期直流充电站,上海市浦东新区川沙新镇绣川路界龙古园,0,0,其他,不详,"0.6;时间段:06:00-08:00,服务费:0.6;时间段:08:00-11:00,服务费:0.6;时间段:11:00-18:00,服务费:0.6;时间段:18:00-21:00,服务费:0.6;时间段:21:00-22:00,服务费:0.6;时间段:22:00-23:59,服务费:0.6;",不详,开放时间：00:00-24:00,https://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=190498,"121.689630,31.180866",浦东新区,121.68531061867037,31.182967267266985
【星星充电】高超阳光停车场充电站,上海市奉贤区南桥镇南桥环城西路69号阳光外国语学校,2,0,其他,不详,"0.6;时间段:06:00-08:00,服务费:0.4;时间段:08:00-11:00,服务费:0.2;时间段:11:00-18:00,服务费:0.4;时间段:18:00-21:00,服务费:0.2;时间段:21:00-22:00,服务费:0.4;时间段:22:00-23:59,服务费:0.6;",不详,开放时间：00:00-24:00,https://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=190875,"121.445381,30.902504",奉贤区,121.44080715322207,30.90456234129262
上海华江路超级充电站,上海市市辖区嘉定区江桥镇维马纳科创中心,62,0,其他,"00:00~06:00:0.2749,06:00~08:00:0.6436,08:00~11:00:1.1352,11:00~18:00:0.6436,18:00~19:00:1.1352,19:00~21:00:1.4117,21:00~22:00:0.6436,22:00~24:00:0.2749
","00:00~06:00:0.5878,06:00~08:00:0.4907,08:00~11:00:0.3362,11:00~18:00:0.4907,18:00~21:00:0.3362,21:00~22:00:0.4907,22:00~24:00:0.5878",不详,开放时间：周一至周日00:00-24:00,https://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=190883,"121.325588,31.231973",嘉定区,121.32105053480798,31.233904271951353
上海宝山数字科创港充电站,上海市市辖区宝山区南蕰藻路310号宝山数字科创港,20,0,其他,"00:00~06:00:0.2749,06:00~08:00:0.6436,08:00~11:00:1.1352,11:00~18:00:0.6436,18:00~19:00:1.1352,19:00~21:00:1.4117,21:00~22:00:0.6436,22:00~24:00:0.2749
","00:00~06:00:0.5878,06:00~08:00:0.4907,08:00~11:00:0.3362,11:00~18:00:0.4907,18:00~21:00:0.3362,21:00~22:00:0.4907,22:00~24:00:0.5878",不详,开放时间：周一至周日00:00-24:00,https://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=191008,"121.429340,31.338175",宝山区,121.42469889413955,31.339982393888523
特来电上海市金山区赞成红树林家园充电站,上海市市辖区金山区山阳镇赞成·红树林,0,5,其他,"00:00~06:00:0.331,06:00~22:00:0.641,22:00~24:00:0.331
","00:00~06:00:0.57,06:00~22:00:0.57,22:00~24:00:0.57",以场地实际收费为准,开放时间：周一至周日00:00-24:00,https://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=191009,"121.334705,30.750711",金山区,121.3301879139289,30.752892944359388
特来电上海虹口1876老站创意园充电站,上海市市辖区虹口区汶水东路351号1876,0,8,其他,00:00~24:00:0.8,00:00~24:00:0.57,15分钟免停，8元/小时，单日最高收费64元。,开放时间：周一至周日00:00-24:00,https://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=191111,"121.482204,31.290789",虹口区,121.47770431331605,31.292728957588388
特来电上海浦东星河湾酒店充电站,上海市市辖区浦东新区锦绣路2588号,19,0,其他,"00:00~06:00:0.34,06:00~08:00:0.69,08:00~11:00:1.118,11:00~18:00:0.69,18:00~19:00:1.118,19:00~21:00:1.4117,21:00~22:00:0.69,22:00~24:00:0.34
","00:00~06:00:0.6972,06:00~08:00:0.4758,08:00~12:00:0.1449,12:00~14:00:0.0,14:00~15:00:0.1449,15:00~18:00:0.4758,18:00~21:00:0.1449,21:00~22:00:0.4758,22:00~24:00:0.6972",不详,开放时间：周一至周日00:00-24:00,https://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=191112,,,,
上海松江区弘翔路电动汽车充电站,上海松江区弘翔路50号,8,0,其他,不详,不详,不详,开放时间：00:00:00-23:59:59,https://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=191135,"121.189341,31.035534",松江区,121.1848685715075,31.037599338241346
特来电上海嘉定曹安公路4328号充电站,上海市市辖区嘉定区安亭镇曹安公路4326号上海曹安医院,8,0,其他,"00:00~06:00:0.3024,06:00~08:00:0.708,08:00~11:00:1.2487,11:00~18:00:0.708,18:00~19:00:1.2487,19:00~21:00:1.4117,21:00~22:00:0.708,22:00~24:00:0.3024
","00:00~06:00:0.5563,06:00~08:00:0.4304,08:00~11:00:0.2416,11:00~18:00:0.4304,18:00~21:00:0.2416,21:00~22:00:0.4304,22:00~24:00:0.5563",不详,开放时间：周一至周日00:00-24:00,https://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=191161,"121.245877,31.275387",嘉定区,121.24144757679589,31.2773894882521
特来电上海东方金融广场充电站,上海市市辖区浦东新区世纪大道1168号,7,0,其他,"00:00~06:00:0.3024,06:00~08:00:0.708,08:00~11:00:1.2487,11:00~18:00:0.708,18:00~19:00:1.2487,19:00~21:00:1.4117,21:00~22:00:0.708,22:00~24:00:0.3024
","00:00~06:00:0.7778,06:00~08:00:0.6807,08:00~11:00:0.5262,11:00~18:00:0.6807,18:00~21:00:0.5262,21:00~22:00:0.6807,22:00~24:00:0.7778",不详,开放时间：周一至周日00:00-24:00,https://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=191278,"121.523045,31.229941",浦东新区,121.5186954241138,31.232027688294234
上海嘉定区马陆镇石冈村村民社区服务中心停车场电动汽车充电站,双单路36弄10号,8,0,其他,不详,不详,不详,开放时间：00:00:00-23:59:59,https://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=191300,"121.281772,31.339965",嘉定区,121.2773116841227,31.34192392554862
